wave_number(cm^-1),k_film(x),k_film(y),k_film(z)
2023,0.0027252,5.4875E-4,0.0031172
2024,0.0023153,5.3729E-4,0.0040457
2025,0.002065,5.3663E-4,0.0045793
2026,0.001936,5.4492E-4,0.0042914
2027,0.0019067,5.6142E-4,0.0035516
2028,0.001969,5.8614E-4,0.0028387
2029,0.0021279,6.1908E-4,0.0023269
2030,0.0023975,6.6059E-4,0.0020331
2031,0.002797,7.1147E-4,0.0019243
2032,0.0033617,7.7249E-4,0.0019764
2033,0.0041487,8.4347E-4,0.0021947
2034,0.0051668,9.2564E-4,0.0026144
2035,0.0062602,0.0010253,0.0032799
2036,0.0071116,0.0011525,0.0041417
2037,0.0072942,0.0013216,0.0048935
2038,0.0065257,0.0015522,0.0052054
2039,0.0053364,0.0018616,0.005077
2040,0.0043036,0.0022293,0.0046058
2041,0.0035773,0.0025427,0.0040404
2042,0.0031188,0.0027006,0.0035908
2043,0.0028689,0.0027708,0.0033579
2044,0.0027857,0.0028565,0.0033527
2045,0.0028429,0.0030418,0.0034798
2046,0.0030333,0.0033865,0.0036404
2047,0.0033732,0.0039279,0.0038414
2048,0.003905,0.004721,0.0040965
2049,0.0047047,0.0058658,0.0043852
2050,0.0058885,0.0074585,0.0047036
2051,0.007601,0.0095171,0.0051894
2052,0.0099383,0.012108,0.0059791
2053,0.012774,0.015437,0.0070788
2054,0.01579,0.019344,0.0083
2055,0.018477,0.022717,0.0091792
2056,0.020132,0.024352,0.0094017
2057,0.020299,0.024413,0.0095469
2058,0.018694,0.023252,0.010184
2059,0.016149,0.021389,0.011179
2060,0.013489,0.019223,0.012023
2061,0.011151,0.017474,0.012197
2062,0.0092819,0.016545,0.011407
2063,0.0079341,0.016046,0.010341
2064,0.0071115,0.015419,0.0095823
2065,0.0067629,0.014712,0.0088795
2066,0.0067136,0.014014,0.0078225
2067,0.0065477,0.013253,0.0066827
2068,0.0059289,0.012235,0.0058481
2069,0.0051128,0.011011,0.0054543
2070,0.0044411,0.0096673,0.005486
2071,0.0040357,0.0084522,0.0058086
2072,0.0038978,0.0075207,0.0061909
2073,0.003965,0.0068118,0.0063026
2074,0.0041641,0.0061696,0.0059007
2075,0.0044424,0.0055066,0.0052615
2076,0.0048047,0.0047729,0.0047277
2077,0.0054119,0.0040532,0.0044815
2078,0.0064482,0.0034369,0.0046125
2079,0.0079696,0.002971,0.0051505
2080,0.0097619,0.0026661,0.0060126
2081,0.011087,0.0024932,0.0068497
2082,0.01121,0.0024244,0.0072476
2083,0.01029,0.0024598,0.0070526
2084,0.0087001,0.0026144,0.0062579
2085,0.0069836,0.0029067,0.0052895
2086,0.0055321,0.0033774,0.004559
2087,0.0044554,0.0041053,0.0042148
2088,0.0037313,0.0051554,0.0042837
2089,0.0032781,0.0064742,0.0047189
2090,0.003017,0.0078274,0.0053187
2091,0.0028909,0.0087035,0.0055644
2092,0.002865,0.0086185,0.0050407
2093,0.0029294,0.0077669,0.0041179
2094,0.0030919,0.0064872,0.0032604
2095,0.003382,0.0052161,0.0026029
2096,0.0038412,0.0042429,0.002124
2097,0.0045184,0.0035706,0.0017836
2098,0.0054922,0.0031189,0.0015465
2099,0.0068954,0.0028715,0.0013773
2100,0.008903,0.0028265,0.0012457
2101,0.011645,0.0029248,0.0011372
2102,0.014874,0.0030506,0.0010457
2103,0.017477,0.0030283,9.7899E-4
2104,0.018369,0.0027263,9.4659E-4
2105,0.017919,0.0022797,9.5239E-4
2106,0.016609,0.0018544,0.0010008
2107,0.014588,0.0015183,0.0011012
2108,0.011882,0.0012814,0.0012703
2109,0.009193,0.0011219,0.0015253
2110,0.0071592,0.0010145,0.0018366
2111,0.0058152,9.4151E-4,0.0020607
2112,0.0049925,8.9095E-4,0.0020678
2113,0.0045683,8.5696E-4,0.0019364
2114,0.0044228,8.3708E-4,0.0017815
2115,0.0043332,8.3502E-4,0.0016786
2116,0.0041226,8.5682E-4,0.0016726
2117,0.0038865,9.0865E-4,0.0017996
2118,0.003751,9.8505E-4,0.0020992
2119,0.0037211,0.0010529,0.0025931
2120,0.0037794,0.0010768,0.0031785
2121,0.004011,0.0010607,0.0034713
2122,0.0045229,0.001021,0.0031571
2123,0.005364,9.9389E-4,0.0025281
2124,0.006505,0.0010126,0.0019528
2125,0.0077542,0.0010924,0.0015406
2126,0.0087732,0.0012164,0.0012793
2127,0.0091526,0.0013074,0.0011314
2128,0.0085745,0.0013009,0.0010621
2129,0.0074085,0.001251,0.0010357
2130,0.0060966,0.0012301,0.0010205
2131,0.0049469,0.0012723,9.9932E-4
2132,0.004108,0.0013934,9.6576E-4
2133,0.0035741,0.0016089,9.3996E-4
2134,0.0032784,0.0019294,9.3213E-4
2135,0.0031267,0.0023341,9.1617E-4
2136,0.0030609,0.0027209,8.6594E-4
2137,0.0031421,0.00285,8.0715E-4
2138,0.0034658,0.0025419,7.7085E-4
2139,0.0040725,0.0020353,7.6197E-4
2140,0.0048168,0.0016066,7.7652E-4
2141,0.005167,0.0013184,8.1689E-4
2142,0.0046917,0.0011408,8.8797E-4
2143,0.0038006,0.0010354,9.9367E-4
2144,0.0030068,9.7827E-4,0.0011432
2145,0.0024509,9.7101E-4,0.0013601
2146,0.0020979,0.0010242,0.0016742
2147,0.0018754,0.0011408,0.0021107
2148,0.0017293,0.0012963,0.0026851
2149,0.0016527,0.0014082,0.003376
2150,0.0016373,0.0013976,0.0040819
2151,0.0016298,0.0012909,0.0045766
2152,0.0015763,0.001139,0.0046721
2153,0.0014893,0.0010013,0.0045445
2154,0.0013983,9.175E-4,0.0043478
2155,0.0013376,8.8981E-4,0.0040066
2156,0.0013266,9.0895E-4,0.0034066
2157,0.0013545,9.6721E-4,0.0027235
2158,0.0013994,0.0010493,0.0021523
2159,0.0014475,0.0011195,0.0017337
2160,0.0015006,0.0011427,0.0014413
2161,0.0016076,0.0011277,0.0012449
2162,0.0018241,0.0010954,0.0011221
2163,0.0021704,0.0010822,0.0010587
2164,0.002571,0.0011194,0.001049
2165,0.002763,0.0012229,0.0010991
2166,0.0025324,0.0013983,0.0012262
2167,0.0020814,0.0016397,0.0014544
2168,0.0016627,0.0019518,0.0017998
2169,0.0013498,0.0023675,0.0022317
2170,0.0011318,0.0028583,0.0026597
2171,9.8495E-4,0.0032335,0.0029112
2172,8.9059E-4,0.0033135,0.0028335
2173,8.3709E-4,0.0032072,0.0025175
2174,8.186E-4,0.0030797,0.0020942
2175,8.3191E-4,0.0030711,0.0016846
2176,8.6767E-4,0.0032905,0.0013606
2177,8.9765E-4,0.0038096,0.0011346
2178,8.9397E-4,0.0045089,9.9751E-4
2179,8.5987E-4,0.0048465,9.3691E-4
2180,8.0707E-4,0.0043735,9.375E-4
2181,7.5542E-4,0.0034929,9.6811E-4
2182,7.202E-4,0.0027174,9.8812E-4
2183,7.0608E-4,0.002189,9.5833E-4
2184,7.1335E-4,0.0018839,8.5534E-4
2185,7.4055E-4,0.0017585,7.2393E-4
2186,7.839E-4,0.0017926,6.1234E-4
2187,8.3341E-4,0.0019957,5.3212E-4
2188,8.7366E-4,0.0023964,4.7859E-4
2189,8.8875E-4,0.0030002,4.4437E-4
2190,8.7049E-4,0.0036767,4.2391E-4
2191,8.4619E-4,0.0040006,4.1466E-4
2192,8.4546E-4,0.0036337,4.1568E-4
2193,8.7869E-4,0.0029257,4.2651E-4
2194,9.5071E-4,0.0022943,4.4644E-4
2195,0.0010697,0.0018181,4.7323E-4
2196,0.0012469,0.001441,5.0217E-4
2197,0.0014944,0.0011439,5.2589E-4
2198,0.0018383,9.2513E-4,5.3967E-4
2199,0.0023175,7.6892E-4,5.5409E-4
2200,0.0028641,6.5661E-4,5.8201E-4
2201,0.0031494,5.7407E-4,6.3167E-4
2202,0.0029035,5.119E-4,7.1058E-4
2203,0.002396,4.6402E-4,8.2921E-4
2204,0.0019599,4.2641E-4,0.0010042
2205,0.0016756,3.9641E-4,0.001261
2206,0.0015157,3.7218E-4,0.0016325
2207,0.0014495,3.5243E-4,0.0021429
2208,0.0014606,3.3622E-4,0.0027528
2209,0.0015459,3.2288E-4,0.0032696
2210,0.0017164,3.1191E-4,0.0034752
2211,0.0020014,3.0293E-4,0.0033413
2212,0.0024466,2.9564E-4,0.0029209
2213,0.0031031,2.8982E-4,0.0024524
2214,0.0039796,2.8529E-4,0.0021498
2215,0.0049386,2.8196E-4,0.0020666
2216,0.0056916,2.7979E-4,0.0021655
2217,0.0058202,2.7876E-4,0.0023337
2218,0.0050513,2.7891E-4,0.0024878
2219,0.0039027,2.8031E-4,0.0026899
2220,0.0029379,2.8303E-4,0.0029431
2221,0.0022717,2.8712E-4,0.0030141
2222,0.0018343,2.9258E-4,0.0026922
2223,0.0015471,2.9923E-4,0.0021814
2224,0.0013558,3.0708E-4,0.0017335
2225,0.0012265,3.1689E-4,0.0014108
2226,0.0011383,3.2953E-4,0.0011932
2227,0.0010797,3.4561E-4,0.0010607
2228,0.0010441,3.655E-4,9.9998E-4
2229,0.0010274,3.8936E-4,9.9205E-4
2230,0.0010271,4.1805E-4,0.0010072
2231,0.0010419,4.5453E-4,9.9755E-4
2232,0.0010718,5.0183E-4,9.2833E-4
2233,0.0011175,5.6073E-4,8.3706E-4
2234,0.001181,6.3027E-4,7.694E-4
2235,0.0012664,7.084E-4,7.3785E-4
2236,0.0013799,7.9614E-4,7.3612E-4
2237,0.0015312,9.0749E-4,7.4648E-4
2238,0.001734,0.0010639,7.5307E-4
2239,0.0020084,0.0012967,7.5757E-4
2240,0.0023859,0.0016506,7.6195E-4
2241,0.0029175,0.0021811,7.6097E-4
2242,0.0036843,0.0029127,7.5011E-4
2243,0.0047946,0.0037442,7.4388E-4
2244,0.0062976,0.0044365,7.5802E-4
2245,0.0080002,0.0046051,7.9712E-4
2246,0.0094507,0.0039894,8.6253E-4
2247,0.0099342,0.0030307,9.5768E-4
2248,0.0089583,0.0022182,0.0010901
2249,0.0073268,0.001654,0.0012732
2250,0.0059364,0.0012804,0.0015291
2251,0.005017,0.0010314,0.0018938
2252,0.0045166,8.617E-4,0.002421
2253,0.004383,7.4327E-4,0.0031736
2254,0.004617,6.589E-4,0.0041618
2255,0.0052742,5.9841E-4,0.0052381
2256,0.006473,5.5566E-4,0.0062484
2257,0.0083205,5.2666E-4,0.0072236
2258,0.01054,5.0858E-4,0.0081002
2259,0.011925,4.9875E-4,0.0085639
2260,0.011449,4.949E-4,0.0082662
2261,0.0099184,4.9572E-4,0.007364
2262,0.0083898,4.9971E-4,0.0061163
2263,0.007252,5.0527E-4,0.0048941
2264,0.0065345,5.1146E-4,0.0039553
2265,0.006186,5.2117E-4,0.0033222
2266,0.006136,5.3792E-4,0.0029354
2267,0.0063069,5.643E-4,0.0027502
2268,0.0066171,6.0284E-4,0.0027207
2269,0.0070262,6.5665E-4,0.0027648
2270,0.0074882,7.3057E-4,0.0028216
2271,0.0079921,8.3213E-4,0.0029457
2272,0.0084603,9.7259E-4,0.0032314
2273,0.0087733,0.0011687,0.003764
2274,0.0088517,0.001448,0.0044937
2275,0.0089576,0.0018522,0.0050649
2276,0.0092294,0.0024177,0.0051778
2277,0.0093563,0.0031285,0.0050965
2278,0.0089586,0.0038807,0.0050523
2279,0.0081982,0.0044218,0.0048224
2280,0.00736,0.0044963,0.0041393
2281,0.0067639,0.0041498,0.0032686
2282,0.0066032,0.0035032,0.0025392
2283,0.0068084,0.0027885,0.002026
2284,0.0071219,0.0021847,0.0016931
2285,0.0071256,0.0017406,0.0014912
2286,0.0065235,0.001445,0.0013859
2287,0.0056972,0.0012621,0.0013592
2288,0.0050837,0.0011584,0.0014087
2289,0.0047756,0.0011095,0.0015485
2290,0.0047122,0.0010966,0.0018064
2291,0.0048212,0.0011024,0.0022065
2292,0.0050145,0.0011172,0.0026938
2293,0.0051845,0.0011529,0.0030237
2294,0.0052178,0.0012232,0.0029757
2295,0.0051114,0.0013293,0.0026796
2296,0.004891,0.0014744,0.002327
2297,0.004685,0.0016821,0.0020407
2298,0.0046199,0.0019929,0.0018738
2299,0.0047961,0.0024657,0.0018167
2300,0.0052166,0.0031604,0.0018507
2301,0.0056826,0.0040823,0.0019865
2302,0.0059235,0.0050862,0.0022507
2303,0.005798,0.0057296,0.00267
2304,0.0052768,0.0056174,0.0032522
2305,0.0046909,0.0049925,0.0039505
2306,0.0043182,0.0041976,0.0046926
2307,0.0040865,0.0034607,0.0054236
2308,0.0038379,0.0028891,0.0060367
2309,0.0035972,0.0025077,0.0063926
2310,0.0034092,0.0023121,0.0063226
2311,0.003236,0.0022902,0.0058562
2312,0.0030152,0.0024476,0.0050875
2313,0.0027706,0.0028159,0.0043348
2314,0.0025302,0.0034199,0.0038549
2315,0.0023006,0.004198,0.0036393
2316,0.0020732,0.0049379,0.0035351
2317,0.0018636,0.0051943,0.0033185
2318,0.0016891,0.0046412,0.0028345
2319,0.0015648,0.0037238,0.0022571
2320,0.0014903,0.0029568,0.0017898
2321,0.0014345,0.0024599,0.0014658
2322,0.0013681,0.0021748,0.0012498
2323,0.0013043,0.0020064,0.0011076
2324,0.0012561,0.0018831,0.0010175
2325,0.0012064,0.0017991,9.7018E-4
2326,0.0011351,0.001769,9.6347E-4
2327,0.0010584,0.0018061,0.0010006
2328,9.9673E-4,0.0019236,0.0010912
2329,9.537E-4,0.0021389,0.0012544
2330,9.244E-4,0.0024833,0.0015189
2331,9.0098E-4,0.0030122,0.0019123
2332,8.7754E-4,0.0038133,0.0024118
2333,8.559E-4,0.0049935,0.0028642
2334,8.3912E-4,0.0065737,0.0031019
2335,8.2718E-4,0.0082805,0.0031188
2336,8.1891E-4,0.0096295,0.00293
2337,8.1347E-4,0.01006,0.002582
2338,8.1034E-4,0.0091788,0.0021153
2339,8.0925E-4,0.0075706,0.0016472
2340,8.1002E-4,0.0059075,0.0012732
2341,8.125E-4,0.0045327,0.001003
2342,8.1621E-4,0.0035537,8.138E-4
2343,8.2E-4,0.0029047,6.8131E-4
2344,8.2275E-4,0.0024845,5.8732E-4
2345,8.247E-4,0.0022126,5.1956E-4
2346,8.264E-4,0.0020357,4.6947E-4
2347,8.2867E-4,0.0019288,4.3055E-4
2348,8.3203E-4,0.0018816,3.9816E-4
2349,8.3645E-4,0.0018964,3.7085E-4
2350,8.4172E-4,0.0019815,3.4805E-4
2351,8.4777E-4,0.0021493,3.2931E-4
2352,8.5459E-4,0.0024186,3.144E-4
2353,8.6211E-4,0.0028178,3.0404E-4
2354,8.7028E-4,0.0034043,2.9826E-4
2355,8.7907E-4,0.0042927,2.9461E-4
2356,8.8843E-4,0.0056457,2.9105E-4
2357,8.9835E-4,0.0075886,2.8992E-4
2358,9.0882E-4,0.009857,2.9406E-4
2359,9.1983E-4,0.011272,3.0369E-4
2360,9.3135E-4,0.010791,3.1529E-4
2361,9.4342E-4,0.0091026,3.2003E-4
2362,9.5606E-4,0.0071809,3.1055E-4
2363,9.6927E-4,0.0055618,2.9317E-4
2364,9.8308E-4,0.0044418,2.7562E-4
2365,9.9749E-4,0.0037651,2.607E-4
2366,0.0010125,0.0034249,2.4817E-4
2367,0.0010283,0.0033483,2.3741E-4
2368,0.0010447,0.0035111,2.2794E-4
2369,0.0010618,0.0039424,2.2057E-4
2370,0.0010796,0.0047226,2.1609E-4
2371,0.0010983,0.0059423,2.141E-4
2372,0.0011178,0.0074389,2.1404E-4
2373,0.0011382,0.0084198,2.1592E-4
2374,0.0011595,0.0081589,2.1951E-4
2375,0.0011818,0.0070486,2.234E-4
2376,0.0012052,0.0056776,2.2592E-4
2377,0.0012297,0.0044246,2.2688E-4
2378,0.0012554,0.0034533,2.2622E-4
2379,0.0012825,0.002748,2.2435E-4
2380,0.001311,0.0022416,2.2156E-4
2381,0.0013411,0.001878,2.1882E-4
2382,0.0013728,0.001618,2.1691E-4
2383,0.0014065,0.0014322,2.1619E-4
2384,0.0014421,0.0012999,2.1697E-4
2385,0.00148,0.0012078,2.1999E-4
2386,0.0015202,0.0011472,2.255E-4
2387,0.0015631,0.0011109,2.3203E-4
2388,0.001609,0.001095,2.3806E-4
2389,0.0016583,0.0011016,2.4401E-4
2390,0.0017115,0.0011347,2.4992E-4
2391,0.0017692,0.0011973,2.5414E-4
2392,0.0018322,0.0012954,2.5475E-4
2393,0.0019014,0.0014445,2.5286E-4
2394,0.001978,0.0016717,2.5025E-4
2395,0.0020634,0.0020141,2.4917E-4
2396,0.0021593,0.0024679,2.5127E-4
2397,0.0022671,0.0029064,2.5685E-4
2398,0.0023884,0.0031523,2.6506E-4
2399,0.0025265,0.0030922,2.7341E-4
2400,0.0026859,0.0026853,2.799E-4
2401,0.0028738,0.0021556,2.8605E-4
2402,0.0031006,0.0017225,2.9405E-4
2403,0.0033808,0.0014246,3.0509E-4
2404,0.0037297,0.0012291,3.1984E-4
2405,0.0041559,0.0011011,3.3877E-4
2406,0.0046633,0.0010171,3.6261E-4
2407,0.0052553,9.6251E-4,3.927E-4
2408,0.005967,9.2856E-4,4.3125E-4
2409,0.0069285,9.0994E-4,4.8193E-4
2410,0.0083148,9.0339E-4,5.5039E-4
2411,0.010318,9.0704E-4,6.4539E-4
2412,0.013191,9.1996E-4,7.8112E-4
2413,0.017137,9.4191E-4,9.8044E-4
2414,0.021543,9.7316E-4,0.0012773
2415,0.02393,0.0010146,0.0017055
2416,0.022261,0.0010684,0.0022352
2417,0.018482,0.0011384,0.0026695
2418,0.015047,0.0012309,0.0027929
2419,0.012746,0.0013543,0.0025982
2420,0.011538,0.0015216,0.0021528
2421,0.01111,0.001754,0.0016529
2422,0.011151,0.0020858,0.0012591
2423,0.011449,0.0025726,9.8956E-4
2424,0.011941,0.0032939,8.1097E-4
2425,0.012891,0.0043121,6.9149E-4
2426,0.014585,0.0054733,6.098E-4
2427,0.017046,0.0061209,5.5297E-4
2428,0.020085,0.0057283,5.1312E-4
2429,0.023251,0.0048459,4.8519E-4
2430,0.025896,0.0041604,4.6591E-4
2431,0.027533,0.0038706,4.5312E-4
2432,0.02788,0.0039744,4.4535E-4
2433,0.027792,0.0044411,4.4166E-4
2434,0.027967,0.0051271,4.4141E-4
2435,0.028311,0.0055929,4.4419E-4
2436,0.028456,0.0055069,4.498E-4
2437,0.028664,0.0052585,4.5815E-4
2438,0.029113,0.0053513,4.6932E-4
2439,0.029632,0.0059751,4.8357E-4
2440,0.02979,0.0070496,5.0137E-4
2441,0.02947,0.0081248,5.2338E-4
2442,0.028701,0.0087105,5.5049E-4
2443,0.028218,0.0087212,5.8397E-4
2444,0.028523,0.0081713,6.2584E-4
2445,0.029299,0.0072777,6.7966E-4
2446,0.029957,0.006216,7.5103E-4
2447,0.030439,0.0051619,8.4879E-4
2448,0.030794,0.0042272,9.8718E-4
2449,0.03133,0.0034867,0.0011888
2450,0.032116,0.0029705,0.001486
2451,0.03292,0.0026415,0.0019039
2452,0.033364,0.0024522,0.0023791
2453,0.033601,0.002373,0.0026427
2454,0.033788,0.0023947,0.0024716
2455,0.034234,0.0025278,0.0020689
2456,0.035197,0.0027998,0.0016922
2457,0.037134,0.0032335,0.0014199
2458,0.040032,0.003746,0.0012449
2459,0.042923,0.004007,0.0011405
2460,0.044967,0.0037496,0.0010838
2461,0.047215,0.003238,0.0010598
2462,0.05036,0.0027991,0.0010593
2463,0.053198,0.0025111,0.0010767
2464,0.054513,0.0023451,0.0011089
2465,0.05604,0.0022634,0.0011556
2466,0.059649,0.0022383,0.0012175
2467,0.065381,0.0022476,0.0012968
2468,0.071817,0.0022769,0.0013966
2469,0.076535,0.002327,0.0015221
2470,0.07735,0.0024023,0.0016814
2471,0.075571,0.0025048,0.001887
2472,0.072975,0.0026358,0.0021589
2473,0.071299,0.0027979,0.0025293
2474,0.07108,0.0029956,0.0030476
2475,0.071355,0.0032352,0.003781
2476,0.070812,0.0035276,0.0047912
2477,0.070011,0.0038918,0.0060532
2478,0.069835,0.0043568,0.0073326
2479,0.0714,0.0049656,0.0080179
2480,0.075099,0.0057772,0.0076332
2481,0.08015,0.0068462,0.0067277
2482,0.085013,0.0081274,0.0059655
2483,0.088583,0.0093409,0.0055673
2484,0.090221,0.01031,0.0055489
2485,0.091886,0.011474,0.0058969
2486,0.094904,0.013415,0.0066403
2487,0.098412,0.01649,0.0078777
2488,0.10154,0.020734,0.0097824
2489,0.10707,0.025512,0.01253
2490,0.11626,0.030032,0.015945
2491,0.12456,0.034028,0.018983
2492,0.12729,0.037318,0.020772
2493,0.12798,0.040168,0.022131
2494,0.13078,0.042588,0.023828
2495,0.13603,0.044507,0.025427
2496,0.1418,0.045471,0.026153
2497,0.14664,0.045344,0.026231
2498,0.14925,0.044057,0.025873
2499,0.15116,0.042658,0.025032
2500,0.15345,0.041731,0.023678
2501,0.15656,0.040698,0.022775
2502,0.15984,0.038869,0.022933
2503,0.16361,0.037341,0.023314
2504,0.16739,0.037042,0.023006
2505,0.17109,0.037409,0.02276
2506,0.17429,0.037458,0.023303
2507,0.17884,0.037298,0.024072
2508,0.18531,0.037306,0.024166
2509,0.19212,0.038141,0.023643
2510,0.19691,0.040119,0.022816
2511,0.20132,0.042942,0.022269
2512,0.20619,0.045626,0.022266
2513,0.21075,0.046788,0.022499
2514,0.21295,0.045237,0.022724
2515,0.21415,0.04209,0.023701
2516,0.21615,0.03871,0.025819
2517,0.22286,0.036196,0.02782
2518,0.23413,0.035134,0.028354
2519,0.24189,0.035765,0.02813
2520,0.23953,0.038336,0.028447
2521,0.23716,0.043405,0.030609
2522,0.24339,0.05054,0.034744
2523,0.25166,0.056671,0.038364
2524,0.25225,0.05878,0.039076
2525,0.24799,0.058013,0.038182
2526,0.24258,0.056161,0.037346
2527,0.2358,0.054504,0.036736
2528,0.22589,0.053088,0.03573
2529,0.21729,0.050918,0.034219
2530,0.21294,0.046838,0.032094
2531,0.21032,0.041679,0.029591
2532,0.20526,0.036458,0.026812
2533,0.1993,0.031974,0.024058
2534,0.19411,0.028603,0.021521
2535,0.1903,0.026481,0.019497
2536,0.18684,0.025374,0.018061
2537,0.18355,0.024565,0.016933
2538,0.17965,0.023429,0.015694
2539,0.17556,0.022427,0.014222
2540,0.17066,0.022167,0.012465
2541,0.16458,0.022858,0.010621
2542,0.15642,0.024005,0.0088889
2543,0.14778,0.024085,0.0074832
2544,0.13988,0.02195,0.0065389
2545,0.13378,0.019139,0.0060293
2546,0.12974,0.017513,0.0058674
2547,0.12839,0.017572,0.0059342
2548,0.12919,0.018804,0.0061087
2549,0.13026,0.019559,0.0063054
2550,0.12995,0.018376,0.0064433
2551,0.13071,0.015812,0.0065035
2552,0.13395,0.01284,0.0064
2553,0.13689,0.01018,0.0059815
2554,0.13597,0.0081867,0.0051473
2555,0.13298,0.0067946,0.004197
2556,0.12971,0.0058264,0.0034378
2557,0.12612,0.0051399,0.0029191
2558,0.12106,0.0046423,0.0025912
2559,0.11559,0.004275,0.002409
2560,0.1105,0.0039996,0.0023522
2561,0.10619,0.0037883,0.0024255
2562,0.10216,0.0036226,0.0026522
2563,0.098047,0.0034969,0.003046
2564,0.093023,0.0034101,0.0035121
2565,0.087094,0.0033598,0.0037073
2566,0.080512,0.0033441,0.0033561
2567,0.075291,0.0033621,0.0027351
2568,0.072272,0.003416,0.002185
2569,0.06906,0.0035133,0.0017883
2570,0.063213,0.0036663,0.0015148
2571,0.056827,0.0038914,0.0013237
2572,0.052324,0.0042152,0.0011858
2573,0.049639,0.0046832,0.0010829
2574,0.047833,0.0053707,0.0010036
2575,0.046848,0.0063929,9.4073E-4
2576,0.0466,0.0078797,8.8982E-4
2577,0.046501,0.0098562,8.478E-4
2578,0.04558,0.011956,8.1261E-4
2579,0.043347,0.013019,7.828E-4
2580,0.039423,0.012147,7.5734E-4
2581,0.034515,0.010409,7.3548E-4
2582,0.029423,0.0090983,7.1665E-4
2583,0.025149,0.0085896,7.0046E-4
2584,0.022414,0.0088717,6.866E-4
2585,0.021284,0.0098605,6.7484E-4
2586,0.021475,0.011263,6.6488E-4
2587,0.022299,0.012246,6.5614E-4
2588,0.022918,0.012041,6.482E-4
2589,0.022682,0.010932,6.4122E-4
2590,0.021222,0.009433,6.355E-4
2591,0.019284,0.0080419,6.311E-4
2592,0.017551,0.0070621,6.2795E-4
2593,0.015965,0.00649,6.2598E-4
2594,0.014293,0.0062299,6.2514E-4
2595,0.012844,0.0062049,6.2542E-4
2596,0.012004,0.006376,6.2681E-4
2597,0.011863,0.0067418,6.2934E-4
2598,0.012338,0.0073361,6.3299E-4
2599,0.013148,0.0082346,6.377E-4
2600,0.013837,0.009565,6.4344E-4
2601,0.013817,0.011511,6.5042E-4
2602,0.012714,0.014267,6.5891E-4
2603,0.011223,0.017853,6.691E-4
2604,0.01013,0.021789,6.8106E-4
2605,0.0096731,0.024589,6.9463E-4
2606,0.0098391,0.024907,7.0966E-4
2607,0.010495,0.023532,7.2647E-4
2608,0.011321,0.021685,7.4563E-4
2609,0.011634,0.020494,7.6833E-4
2610,0.010897,0.020639,7.9597E-4
2611,0.0096097,0.022102,8.3004E-4
2612,0.0084037,0.024636,8.7248E-4
2613,0.0075175,0.027996,9.2607E-4
2614,0.0069775,0.031582,9.9514E-4
2615,0.006727,0.034199,0.0010868
2616,0.0067196,0.035,0.0012124
2617,0.0069637,0.035445,0.0013876
2618,0.0075171,0.036692,0.0016232
2619,0.0084778,0.037762,0.0019012
2620,0.0099355,0.03732,0.0021589
2621,0.01183,0.036159,0.0022685
2622,0.013764,0.035316,0.0021385
2623,0.014747,0.035144,0.0019051
2624,0.014013,0.035409,0.001721
2625,0.012468,0.035741,0.001613
2626,0.01122,0.03582,0.0015563
2627,0.010696,0.036169,0.0015279
2628,0.01101,0.037213,0.001515
2629,0.012231,0.038862,0.0015196
2630,0.014453,0.040592,0.0015466
2631,0.017651,0.041903,0.0015955
2632,0.021283,0.042279,0.0016642
2633,0.02371,0.04202,0.0017522
2634,0.023472,0.04131,0.00186
2635,0.021467,0.040305,0.0019895
2636,0.019006,0.039235,0.002144
2637,0.017035,0.03937,0.0023295
2638,0.015849,0.041756,0.0025538
2639,0.01486,0.046106,0.002827
2640,0.01343,0.051489,0.003165
2641,0.011842,0.056899,0.0035945
2642,0.010544,0.061442,0.0041545
2643,0.0096973,0.065428,0.0048997
2644,0.0093235,0.069043,0.0059137
2645,0.009432,0.072394,0.0073071
2646,0.01007,0.075478,0.009125
2647,0.011309,0.079492,0.011191
2648,0.013143,0.084966,0.013286
2649,0.015281,0.090868,0.015389
2650,0.017323,0.095908,0.017501
2651,0.018997,0.10123,0.019706
2652,0.020086,0.10743,0.021914
2653,0.02081,0.11319,0.023853
2654,0.021396,0.11647,0.025041
2655,0.022168,0.11775,0.025248
2656,0.023413,0.11755,0.024389
2657,0.025524,0.1169,0.023301
2658,0.028367,0.1165,0.022706
2659,0.030669,0.1183,0.022713
2660,0.031137,0.12333,0.023059
2661,0.030358,0.13077,0.023512
2662,0.02946,0.13829,0.023979
2663,0.029945,0.14388,0.025049
2664,0.032697,0.14712,0.027325
2665,0.036905,0.15417,0.030975
2666,0.041008,0.16932,0.035462
2667,0.04356,0.18785,0.039173
2668,0.043587,0.20315,0.040616
2669,0.042454,0.21582,0.040681
2670,0.04194,0.22733,0.040989
2671,0.043775,0.23925,0.04373
2672,0.049043,0.25232,0.050262
2673,0.057368,0.2699,0.059412
2674,0.066843,0.29022,0.068382
2675,0.073538,0.30153,0.073455
2676,0.073906,0.29229,0.07185
2677,0.069735,0.27116,0.066628
2678,0.063666,0.24852,0.06103
2679,0.058078,0.22893,0.055769
2680,0.053588,0.21112,0.050249
2681,0.048455,0.19147,0.044735
2682,0.040915,0.16687,0.039403
2683,0.032762,0.14261,0.034369
2684,0.026046,0.12372,0.029687
2685,0.020896,0.10973,0.026093
2686,0.016749,0.098046,0.024049
2687,0.013434,0.087687,0.022913
